rowid,product_id,customer_id,price,total_price
2144,6583,80731,4728,14184
2145,6033,52176,4726,4726
2146,5675,17205,3847,15388
2147,6929,25653,727,2908
2148,7462,49759,4065,12195
2149,7271,29373,2259,6777
2150,7439,40091,2279,11395
2151,8608,11386,2097,10485
2152,5734,10952,1750,3500
2153,6645,50104,3991,15964
2154,6320,23969,2958,11832
2155,8489,43702,252,1260
2156,6033,75751,4726,18904
2157,7874,87335,3290,13160
2158,7432,74635,2649,13245
2159,8707,58518,1708,5124
2160,7355,56872,1958,9790
2161,6360,61987,951,2853
2162,8773,74839,2289,6867
2163,5997,68652,3618,18090
2164,7132,63102,1784,1784
2165,6741,58863,445,445
2166,8986,85531,4418,22090
2167,7833,6694,426,1704
2168,7675,13708,3649,3649
2169,5921,60071,2576,12880
2170,8500,11135,3600,7200
2171,6080,12823,3004,3004
2172,8192,4713,2559,7677
2173,8370,69831,2061,10305
2174,7584,64187,1453,1453
2175,8529,25733,3745,3745
2176,7667,72787,532,2128
2177,5866,25972,1848,3696
2178,6281,31009,2198,2198
2179,7227,60135,2005,10025
2180,8328,26246,1289,5156
2181,6511,24501,3019,9057
2182,6023,24658,1040,5200
2183,8394,73199,532,1064
2184,5681,34433,1062,2124
2185,8942,31750,2070,10350
2186,6512,66218,2443,9772
2187,6892,35153,2095,8380
2188,5805,19824,1638,4914
2189,6617,89157,301,903
2190,8543,6237,1135,1135
2191,7836,86811,4633,9266
2192,8847,81398,2417,2417
2193,8459,27166,3228,3228
2194,7063,44229,1340,1340
2195,7255,44443,334,1336
2196,8878,47064,1903,5709
2197,8277,60415,4908,19632
2198,5849,15345,314,1256
2199,7910,75334,908,2724
2200,6165,54841,1729,3458
2201,6222,58086,1617,4851
2202,8697,89554,4457,4457
2203,6570,5435,446,1784
2204,7066,3204,881,2643
2205,8841,3578,4660,4660
2206,6920,47489,3856,11568
2207,8541,5956,1527,1527
2208,6326,49881,1769,1769
2209,7176,12230,3494,3494
2210,6289,85589,500,1000
2211,5912,88851,4662,4662
2212,7543,3390,2012,6036
2213,7256,46038,3566,14264
2214,8962,53045,2618,7854
2215,8271,55803,1048,1048
2216,7320,34362,2892,2892
2217,6215,3120,3095,15475
2218,7331,83757,1073,3219
2219,6231,83941,680,680
2220,8352,85011,3976,7952
2221,7552,5184,1555,4665
2222,6528,63556,4865,4865
2223,6728,48200,1956,5868
2224,6275,69923,1320,1320
2225,6989,60231,1393,2786
2226,8894,62400,640,1920
2227,7453,29534,3327,13308
2228,7501,52764,4392,8784
2229,8679,7156,3136,12544
2230,8357,50796,2924,11696
2231,6432,80871,2517,10068
2232,8324,24792,3654,18270
2233,6952,85882,1092,1092
2234,6587,85475,1112,1112
2235,7071,2529,1727,3454
2236,8981,54345,3089,6178
2237,6778,44005,3441,3441
2238,7745,38957,797,1594
2239,7261,32762,1168,2336
2240,8177,33263,3101,15505
2241,8692,65392,3459,13836
2242,7820,57475,2287,6861
2243,6103,58455,1818,5454
2244,8566,30676,4475,17900
2245,7042,56467,574,574
2246,6415,47806,1824,7296
2247,8411,32526,2828,11312
2248,6033,85901,4726,14178
2249,6514,22160,4743,18972
2250,6929,39051,727,2908
